LineId,Device,year,month,day,Time,Content,EventId,EventTemplate,ParameterList
3269,cup,2020,03,02,19:48:33,1j8r3J-0003p0-K3 => della <della@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8r3J-0003p0-K3', '=> della <della@mail.cup.com>', 'local_user', 'mail_spool']"
3270,cup,2020,03,02,19:48:33,1j8r3J-0003p0-K3 Completed,4695c7f2,<*> Completed,['1j8r3J-0003p0-K3']
3271,cup,2020,03,02,19:51:03,1j8r5j-0003q0-B0 <= bertie@mail.cup.com U=www-data P=local S=1107 id=20200302195103.Horde.EuD5znAjk_1al78OEN7mOBO@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8r5j-0003q0-B0', '<= bertie@mail.cup.com', 'www-data', 'local', '1107 id=20200302195103.Horde.EuD5znAjk_1al78OEN7mOBO@mail.cup.com']"
3272,cup,2020,03,02,19:51:03,1j8r5j-0003q0-B0 => kelsey <kelsey@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8r5j-0003q0-B0', '=> kelsey <kelsey@mail.cup.com>', 'local_user', 'mail_spool']"
3273,cup,2020,03,02,19:51:03,1j8r5j-0003q0-B0 Completed,4695c7f2,<*> Completed,['1j8r5j-0003q0-B0']
3274,cup,2020,03,02,19:56:54,1j8rBO-0003rf-7Q <= bertie@mail.cup.com U=www-data P=local S=17892 id=20200302195654.Horde.8aPd40vpb4EsmgtFQKZiTOI@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8rBO-0003rf-7Q', '<= bertie@mail.cup.com', 'www-data', 'local', '17892 id=20200302195654.Horde.8aPd40vpb4EsmgtFQKZiTOI@mail.cup.com']"
3275,cup,2020,03,02,19:56:54,1j8rBO-0003rf-7Q => karri <karri@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8rBO-0003rf-7Q', '=> karri <karri@mail.cup.com>', 'local_user', 'mail_spool']"
3276,cup,2020,03,02,19:56:54,1j8rBO-0003rf-7Q Completed,4695c7f2,<*> Completed,['1j8rBO-0003rf-7Q']
3277,cup,2020,03,02,19:58:16,1j8rCi-0003sE-71 <= bertie@mail.cup.com U=www-data P=local S=1917 id=20200302195816.Horde.M1Lq8Ur6wM9mnO7Wqrnkm1k@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8rCi-0003sE-71', '<= bertie@mail.cup.com', 'www-data', 'local', '1917 id=20200302195816.Horde.M1Lq8Ur6wM9mnO7Wqrnkm1k@mail.cup.com']"
3278,cup,2020,03,02,19:58:16,1j8rCi-0003sE-71 => kelsey <kelsey@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8rCi-0003sE-71', '=> kelsey <kelsey@mail.cup.com>', 'local_user', 'mail_spool']"
3279,cup,2020,03,02,19:58:16,1j8rCi-0003sE-71 Completed,4695c7f2,<*> Completed,['1j8rCi-0003sE-71']
3280,cup,2020,03,02,19:59:26,1j8rDq-0003sd-Ds <= bertie@mail.cup.com U=www-data P=local S=1052 id=20200302195926.Horde.b4_ayogrjHvSMWkmtqRDlWW@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8rDq-0003sd-Ds', '<= bertie@mail.cup.com', 'www-data', 'local', '1052 id=20200302195926.Horde.b4_ayogrjHvSMWkmtqRDlWW@mail.cup.com']"
3281,cup,2020,03,02,19:59:26,1j8rDq-0003sd-Ds => kelsey <kelsey@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8rDq-0003sd-Ds', '=> kelsey <kelsey@mail.cup.com>', 'local_user', 'mail_spool']"
3282,cup,2020,03,02,19:59:26,1j8rDq-0003sd-Ds Completed,4695c7f2,<*> Completed,['1j8rDq-0003sd-Ds']
3283,cup,2020,03,02,20:00:35,1j8rEx-0003t1-R8 <= bertie@mail.cup.com U=www-data P=local S=1054 id=20200302200035.Horde.ip0GMlcNExoV5tcOBvFkPyN@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8rEx-0003t1-R8', '<= bertie@mail.cup.com', 'www-data', 'local', '1054 id=20200302200035.Horde.ip0GMlcNExoV5tcOBvFkPyN@mail.cup.com']"
3284,cup,2020,03,02,20:00:35,1j8rEx-0003t1-R8 => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8rEx-0003t1-R8', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
3285,cup,2020,03,02,20:00:35,1j8rEx-0003t1-R8 Completed,4695c7f2,<*> Completed,['1j8rEx-0003t1-R8']
3286,cup,2020,03,02,20:04:25,Start queue run: pid=15034,86cf1be4,Start queue run: pid=<*>,['15034']
3287,cup,2020,03,02,20:04:25,End queue run: pid=15034,3c82302c,End queue run: pid=<*>,['15034']
3288,cup,2020,03,02,20:04:41,1j8rIv-0003uW-DV <= marcelina@mail.cup.com U=www-data P=local S=1069 id=20200302200441.Horde.VVctimTAO4e4S1ee6KUbx1I@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8rIv-0003uW-DV', '<= marcelina@mail.cup.com', 'www-data', 'local', '1069 id=20200302200441.Horde.VVctimTAO4e4S1ee6KUbx1I@mail.cup.com']"
3289,cup,2020,03,02,20:04:41,1j8rIv-0003uW-DV => daryl <daryl@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8rIv-0003uW-DV', '=> daryl <daryl@mail.cup.com>', 'local_user', 'mail_spool']"
3290,cup,2020,03,02,20:04:41,1j8rIv-0003uW-DV Completed,4695c7f2,<*> Completed,['1j8rIv-0003uW-DV']
3291,cup,2020,03,02,20:08:47,1j8rMt-0003vn-Di <= portia@mail.cup.com U=www-data P=local S=1207 id=20200302200847.Horde.ay1XJSHTsbZeqNuknWACvRO@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8rMt-0003vn-Di', '<= portia@mail.cup.com', 'www-data', 'local', '1207 id=20200302200847.Horde.ay1XJSHTsbZeqNuknWACvRO@mail.cup.com']"
3292,cup,2020,03,02,20:08:47,1j8rMt-0003vn-Di => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8rMt-0003vn-Di', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
3293,cup,2020,03,02,20:08:47,1j8rMt-0003vn-Di Completed,4695c7f2,<*> Completed,['1j8rMt-0003vn-Di']
3294,cup,2020,03,02,20:23:48,1j8rbQ-00040a-1p <= marcelina@mail.cup.com U=www-data P=local S=3846 id=20200302202347.Horde.6GWjokXINXtR4gJdW3LiBVm@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8rbQ-00040a-1p', '<= marcelina@mail.cup.com', 'www-data', 'local', '3846 id=20200302202347.Horde.6GWjokXINXtR4gJdW3LiBVm@mail.cup.com']"
3295,cup,2020,03,02,20:23:48,1j8rbQ-00040a-1p => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8rbQ-00040a-1p', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
3296,cup,2020,03,02,20:23:48,1j8rbQ-00040a-1p Completed,4695c7f2,<*> Completed,['1j8rbQ-00040a-1p']
3297,cup,2020,03,02,20:34:25,Start queue run: pid=15564,86cf1be4,Start queue run: pid=<*>,['15564']
3298,cup,2020,03,02,20:34:25,End queue run: pid=15564,3c82302c,End queue run: pid=<*>,['15564']
3299,cup,2020,03,02,20:37:04,1j8roG-000446-JU <= karri@mail.cup.com U=www-data P=local S=2136 id=20200302203704.Horde.7wHdTdDJSV3-3pS2mo-kcJI@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8roG-000446-JU', '<= karri@mail.cup.com', 'www-data', 'local', '2136 id=20200302203704.Horde.7wHdTdDJSV3-3pS2mo-kcJI@mail.cup.com']"
3300,cup,2020,03,02,20:37:04,1j8roG-000446-JU => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8roG-000446-JU', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
3301,cup,2020,03,02,20:37:04,1j8roG-000446-JU Completed,4695c7f2,<*> Completed,['1j8roG-000446-JU']
3302,cup,2020,03,02,20:37:14,1j8roQ-00044G-M6 <= page@mail.cup.com U=www-data P=local S=5959 id=20200302203714.Horde.PGcq0wWP1kuzaPkIbFtPMcT@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8roQ-00044G-M6', '<= page@mail.cup.com', 'www-data', 'local', '5959 id=20200302203714.Horde.PGcq0wWP1kuzaPkIbFtPMcT@mail.cup.com']"
3303,cup,2020,03,02,20:37:14,1j8roQ-00044G-M6 => marcelina <marcelina@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8roQ-00044G-M6', '=> marcelina <marcelina@mail.cup.com>', 'local_user', 'mail_spool']"
3304,cup,2020,03,02,20:37:14,1j8roQ-00044G-M6 => della <della@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8roQ-00044G-M6', '=> della <della@mail.cup.com>', 'local_user', 'mail_spool']"
3305,cup,2020,03,02,20:37:14,1j8roQ-00044G-M6 Completed,4695c7f2,<*> Completed,['1j8roQ-00044G-M6']
3306,cup,2020,03,02,20:53:25,1j8s45-00048O-84 <= karri@mail.cup.com U=www-data P=local S=2298 id=20200302205325.Horde._w3gImrwQH4udcptdACd-QE@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8s45-00048O-84', '<= karri@mail.cup.com', 'www-data', 'local', '2298 id=20200302205325.Horde._w3gImrwQH4udcptdACd-QE@mail.cup.com']"
3307,cup,2020,03,02,20:53:25,1j8s45-00048O-84 => bertie <bertie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8s45-00048O-84', '=> bertie <bertie@mail.cup.com>', 'local_user', 'mail_spool']"
3308,cup,2020,03,02,20:53:25,1j8s45-00048O-84 Completed,4695c7f2,<*> Completed,['1j8s45-00048O-84']
3309,cup,2020,03,02,21:04:25,Start queue run: pid=15996,86cf1be4,Start queue run: pid=<*>,['15996']
3310,cup,2020,03,02,21:04:25,End queue run: pid=15996,3c82302c,End queue run: pid=<*>,['15996']
3311,cup,2020,03,02,21:06:41,1j8sGv-0004Aw-4o <= bertie@mail.cup.com U=www-data P=local S=3343 id=20200302210640.Horde.Fyd6gkAj-uzT9q9EJ6IJmBw@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8sGv-0004Aw-4o', '<= bertie@mail.cup.com', 'www-data', 'local', '3343 id=20200302210640.Horde.Fyd6gkAj-uzT9q9EJ6IJmBw@mail.cup.com']"
3312,cup,2020,03,02,21:06:41,1j8sGv-0004Aw-4o => kelsey <kelsey@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sGv-0004Aw-4o', '=> kelsey <kelsey@mail.cup.com>', 'local_user', 'mail_spool']"
3313,cup,2020,03,02,21:06:41,1j8sGv-0004Aw-4o => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sGv-0004Aw-4o', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
3314,cup,2020,03,02,21:06:41,1j8sGv-0004Aw-4o => portia <portia@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sGv-0004Aw-4o', '=> portia <portia@mail.cup.com>', 'local_user', 'mail_spool']"
3315,cup,2020,03,02,21:06:41,1j8sGv-0004Aw-4o Completed,4695c7f2,<*> Completed,['1j8sGv-0004Aw-4o']
3316,cup,2020,03,02,21:08:05,1j8sIH-0004BS-31 <= bertie@mail.cup.com U=www-data P=local S=1681 id=20200302210804.Horde.Xt6jJVgoCjLQ-kCTEYJjuHN@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8sIH-0004BS-31', '<= bertie@mail.cup.com', 'www-data', 'local', '1681 id=20200302210804.Horde.Xt6jJVgoCjLQ-kCTEYJjuHN@mail.cup.com']"
3317,cup,2020,03,02,21:08:05,1j8sIH-0004BS-31 => kelsey <kelsey@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sIH-0004BS-31', '=> kelsey <kelsey@mail.cup.com>', 'local_user', 'mail_spool']"
3318,cup,2020,03,02,21:08:05,1j8sIH-0004BS-31 Completed,4695c7f2,<*> Completed,['1j8sIH-0004BS-31']
3319,cup,2020,03,02,21:12:49,1j8sMr-0004DI-ND <= bertie@mail.cup.com U=www-data P=local S=3622 id=20200302211249.Horde.oXVlA_kBT4vgzi_lKQHBb64@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8sMr-0004DI-ND', '<= bertie@mail.cup.com', 'www-data', 'local', '3622 id=20200302211249.Horde.oXVlA_kBT4vgzi_lKQHBb64@mail.cup.com']"
3320,cup,2020,03,02,21:12:49,1j8sMr-0004DI-ND => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sMr-0004DI-ND', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
3321,cup,2020,03,02,21:12:49,1j8sMr-0004DI-ND Completed,4695c7f2,<*> Completed,['1j8sMr-0004DI-ND']
3322,cup,2020,03,02,21:23:09,1j8sWr-0004Gi-S3 <= karri@mail.cup.com U=www-data P=local S=1361 id=20200302212309.Horde.Zs-NS1mxd0f507g2pAGKFkq@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8sWr-0004Gi-S3', '<= karri@mail.cup.com', 'www-data', 'local', '1361 id=20200302212309.Horde.Zs-NS1mxd0f507g2pAGKFkq@mail.cup.com']"
3323,cup,2020,03,02,21:23:09,1j8sWr-0004Gi-S3 => bertie <bertie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sWr-0004Gi-S3', '=> bertie <bertie@mail.cup.com>', 'local_user', 'mail_spool']"
3324,cup,2020,03,02,21:23:09,1j8sWr-0004Gi-S3 Completed,4695c7f2,<*> Completed,['1j8sWr-0004Gi-S3']
3325,cup,2020,03,02,21:28:20,1j8sbs-0004In-Ea <= daryl@mail.cup.com U=www-data P=local S=1566 id=20200302212820.Horde.9ZBZQHOmkLCTzen-swIRgs0@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8sbs-0004In-Ea', '<= daryl@mail.cup.com', 'www-data', 'local', '1566 id=20200302212820.Horde.9ZBZQHOmkLCTzen-swIRgs0@mail.cup.com']"
3326,cup,2020,03,02,21:28:20,1j8sbs-0004In-Ea => latrice <latrice@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sbs-0004In-Ea', '=> latrice <latrice@mail.cup.com>', 'local_user', 'mail_spool']"
3327,cup,2020,03,02,21:28:20,1j8sbs-0004In-Ea Completed,4695c7f2,<*> Completed,['1j8sbs-0004In-Ea']
3328,cup,2020,03,02,21:29:44,1j8sdE-0004Jr-KM <= daryl@mail.cup.com U=www-data P=local S=1601 id=20200302212944.Horde.FCAiwsEP9wOUo1sLkeDoHNw@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8sdE-0004Jr-KM', '<= daryl@mail.cup.com', 'www-data', 'local', '1601 id=20200302212944.Horde.FCAiwsEP9wOUo1sLkeDoHNw@mail.cup.com']"
3329,cup,2020,03,02,21:29:44,1j8sdE-0004Jr-KM => page <page@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sdE-0004Jr-KM', '=> page <page@mail.cup.com>', 'local_user', 'mail_spool']"
3330,cup,2020,03,02,21:29:44,1j8sdE-0004Jr-KM Completed,4695c7f2,<*> Completed,['1j8sdE-0004Jr-KM']
3331,cup,2020,03,02,21:30:55,1j8seN-0004Kc-VR <= tiny@mail.cup.com U=www-data P=local S=6770 id=20200302213055.Horde.SwC-qLHciq1jI9shcVDjBLO@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8seN-0004Kc-VR', '<= tiny@mail.cup.com', 'www-data', 'local', '6770 id=20200302213055.Horde.SwC-qLHciq1jI9shcVDjBLO@mail.cup.com']"
3332,cup,2020,03,02,21:30:56,1j8seN-0004Kc-VR => marcelina <marcelina@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8seN-0004Kc-VR', '=> marcelina <marcelina@mail.cup.com>', 'local_user', 'mail_spool']"
3333,cup,2020,03,02,21:30:56,1j8seN-0004Kc-VR => daryl <daryl@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8seN-0004Kc-VR', '=> daryl <daryl@mail.cup.com>', 'local_user', 'mail_spool']"
3334,cup,2020,03,02,21:30:56,1j8seN-0004Kc-VR Completed,4695c7f2,<*> Completed,['1j8seN-0004Kc-VR']
3335,cup,2020,03,02,21:31:26,1j8ses-0004LJ-Jl <= maile@mail.cup.com U=www-data P=local S=2150 id=20200302213126.Horde.1KZZN5e0RBFxOEHN2xCX9Id@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8ses-0004LJ-Jl', '<= maile@mail.cup.com', 'www-data', 'local', '2150 id=20200302213126.Horde.1KZZN5e0RBFxOEHN2xCX9Id@mail.cup.com']"
3336,cup,2020,03,02,21:31:26,1j8ses-0004LJ-Jl => portia <portia@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8ses-0004LJ-Jl', '=> portia <portia@mail.cup.com>', 'local_user', 'mail_spool']"
3337,cup,2020,03,02,21:31:26,1j8ses-0004LJ-Jl Completed,4695c7f2,<*> Completed,['1j8ses-0004LJ-Jl']
3338,cup,2020,03,02,21:31:40,1j8sf6-0004LZ-SS <= page@mail.cup.com U=www-data P=local S=4341 id=20200302213140.Horde.WaqTZMGLX8nRX0Bgtxt-9jA@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8sf6-0004LZ-SS', '<= page@mail.cup.com', 'www-data', 'local', '4341 id=20200302213140.Horde.WaqTZMGLX8nRX0Bgtxt-9jA@mail.cup.com']"
3339,cup,2020,03,02,21:31:40,1j8sf6-0004LZ-SS => tiny <tiny@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8sf6-0004LZ-SS', '=> tiny <tiny@mail.cup.com>', 'local_user', 'mail_spool']"
3340,cup,2020,03,02,21:31:40,1j8sf6-0004LZ-SS Completed,4695c7f2,<*> Completed,['1j8sf6-0004LZ-SS']
3341,cup,2020,03,02,21:34:03,1j8shP-0004N7-0j <= maile@mail.cup.com U=www-data P=local S=3719 id=20200302213402.Horde.bviadQYErAqG-qwWUnls3Ct@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8shP-0004N7-0j', '<= maile@mail.cup.com', 'www-data', 'local', '3719 id=20200302213402.Horde.bviadQYErAqG-qwWUnls3Ct@mail.cup.com']"
3342,cup,2020,03,02,21:34:03,1j8shP-0004N7-0j => della <della@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8shP-0004N7-0j', '=> della <della@mail.cup.com>', 'local_user', 'mail_spool']"
3343,cup,2020,03,02,21:34:03,1j8shP-0004N7-0j Completed,4695c7f2,<*> Completed,['1j8shP-0004N7-0j']
3344,cup,2020,03,02,21:34:04,1j8shQ-0004NI-R7 <= daryl@mail.cup.com U=www-data P=local S=1847 id=20200302213404.Horde.K_EB9rwqtTcRtWZjKCdmpTf@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8shQ-0004NI-R7', '<= daryl@mail.cup.com', 'www-data', 'local', '1847 id=20200302213404.Horde.K_EB9rwqtTcRtWZjKCdmpTf@mail.cup.com']"
3345,cup,2020,03,02,21:34:04,1j8shQ-0004NI-R7 => latrice <latrice@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8shQ-0004NI-R7', '=> latrice <latrice@mail.cup.com>', 'local_user', 'mail_spool']"
3346,cup,2020,03,02,21:34:04,1j8shQ-0004NI-R7 Completed,4695c7f2,<*> Completed,['1j8shQ-0004NI-R7']
3347,cup,2020,03,02,21:34:25,Start queue run: pid=16833,86cf1be4,Start queue run: pid=<*>,['16833']
3348,cup,2020,03,02,21:34:25,End queue run: pid=16833,3c82302c,End queue run: pid=<*>,['16833']
3349,cup,2020,03,02,21:39:07,1j8smJ-0004Q0-BP <= bertie@mail.cup.com U=www-data P=local S=1366 id=20200302213907.Horde.cWiPMma1UgIzJ8aGrFMeMvw@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8smJ-0004Q0-BP', '<= bertie@mail.cup.com', 'www-data', 'local', '1366 id=20200302213907.Horde.cWiPMma1UgIzJ8aGrFMeMvw@mail.cup.com']"
3350,cup,2020,03,02,21:39:07,1j8smJ-0004Q0-BP => kelsey <kelsey@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8smJ-0004Q0-BP', '=> kelsey <kelsey@mail.cup.com>', 'local_user', 'mail_spool']"
3351,cup,2020,03,02,21:39:07,1j8smJ-0004Q0-BP Completed,4695c7f2,<*> Completed,['1j8smJ-0004Q0-BP']
3352,cup,2020,03,02,21:39:36,1j8smm-0004RQ-HB <= marcelina@mail.cup.com U=www-data P=local S=9851 id=20200302213936.Horde.2xkXpeVz1cbGpF-ILAjY-b-@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8smm-0004RQ-HB', '<= marcelina@mail.cup.com', 'www-data', 'local', '9851 id=20200302213936.Horde.2xkXpeVz1cbGpF-ILAjY-b-@mail.cup.com']"
3353,cup,2020,03,02,21:39:36,1j8smm-0004RQ-HB => tiny <tiny@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8smm-0004RQ-HB', '=> tiny <tiny@mail.cup.com>', 'local_user', 'mail_spool']"
3354,cup,2020,03,02,21:39:36,1j8smm-0004RQ-HB => della <della@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8smm-0004RQ-HB', '=> della <della@mail.cup.com>', 'local_user', 'mail_spool']"
3355,cup,2020,03,02,21:39:36,1j8smm-0004RQ-HB Completed,4695c7f2,<*> Completed,['1j8smm-0004RQ-HB']
3356,cup,2020,03,02,21:42:05,1j8spB-0004T1-QI <= maile@mail.cup.com U=www-data P=local S=1109 id=20200302214205.Horde.hgAellZMppnL7u83BrgY6aU@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8spB-0004T1-QI', '<= maile@mail.cup.com', 'www-data', 'local', '1109 id=20200302214205.Horde.hgAellZMppnL7u83BrgY6aU@mail.cup.com']"
3357,cup,2020,03,02,21:42:05,1j8spB-0004T1-QI => daryl <daryl@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8spB-0004T1-QI', '=> daryl <daryl@mail.cup.com>', 'local_user', 'mail_spool']"
3358,cup,2020,03,02,21:42:05,1j8spB-0004T1-QI Completed,4695c7f2,<*> Completed,['1j8spB-0004T1-QI']
3359,cup,2020,03,02,21:48:24,1j8svI-0004WI-M1 <= maile@mail.cup.com U=www-data P=local S=1212 id=20200302214824.Horde.KXrHJx2Zl-A1uzy8HiQ_c-Z@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8svI-0004WI-M1', '<= maile@mail.cup.com', 'www-data', 'local', '1212 id=20200302214824.Horde.KXrHJx2Zl-A1uzy8HiQ_c-Z@mail.cup.com']"
3360,cup,2020,03,02,21:48:24,1j8svI-0004WI-M1 => latrice <latrice@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8svI-0004WI-M1', '=> latrice <latrice@mail.cup.com>', 'local_user', 'mail_spool']"
3361,cup,2020,03,02,21:48:24,1j8svI-0004WI-M1 => portia <portia@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8svI-0004WI-M1', '=> portia <portia@mail.cup.com>', 'local_user', 'mail_spool']"
3362,cup,2020,03,02,21:48:24,1j8svI-0004WI-M1 Completed,4695c7f2,<*> Completed,['1j8svI-0004WI-M1']
3363,cup,2020,03,02,21:49:01,1j8svt-0004Wr-Ar <= marcelina@mail.cup.com U=www-data P=local S=1210 id=20200302214901.Horde.hIpOcxVCcUZRcTJdPCsnJpb@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8svt-0004Wr-Ar', '<= marcelina@mail.cup.com', 'www-data', 'local', '1210 id=20200302214901.Horde.hIpOcxVCcUZRcTJdPCsnJpb@mail.cup.com']"
3364,cup,2020,03,02,21:49:01,1j8svt-0004Wr-Ar => tiny <tiny@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8svt-0004Wr-Ar', '=> tiny <tiny@mail.cup.com>', 'local_user', 'mail_spool']"
3365,cup,2020,03,02,21:49:01,1j8svt-0004Wr-Ar Completed,4695c7f2,<*> Completed,['1j8svt-0004Wr-Ar']
3366,cup,2020,03,02,21:52:40,1j8szQ-0004Yi-Au <= bertie@mail.cup.com U=www-data P=local S=1061 id=20200302215240.Horde.yRZBcL_HJ0khI0YtaSTWsA1@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8szQ-0004Yi-Au', '<= bertie@mail.cup.com', 'www-data', 'local', '1061 id=20200302215240.Horde.yRZBcL_HJ0khI0YtaSTWsA1@mail.cup.com']"
3367,cup,2020,03,02,21:52:40,1j8szQ-0004Yi-Au => latrice <latrice@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8szQ-0004Yi-Au', '=> latrice <latrice@mail.cup.com>', 'local_user', 'mail_spool']"
3368,cup,2020,03,02,21:52:40,1j8szQ-0004Yi-Au Completed,4695c7f2,<*> Completed,['1j8szQ-0004Yi-Au']
3369,cup,2020,03,02,21:58:34,1j8t58-0004bD-Bu <= karri@mail.cup.com U=www-data P=local S=1203 id=20200302215834.Horde.4m3T98X6FbICSvaNnVCZW5_@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8t58-0004bD-Bu', '<= karri@mail.cup.com', 'www-data', 'local', '1203 id=20200302215834.Horde.4m3T98X6FbICSvaNnVCZW5_@mail.cup.com']"
